"longitude","latitude","value"
-76.05921,43.05235,5.167568
-76.05921,43.05235,5.991544
-74.00885,41.49916,6.142857
-73.82153,40.73614,6.714286
-73.82153,40.73614,8.940441
-73.817694,40.739264,7.375641
-74.13719,40.63307,7.192105
-77.20978,42.09142,5.045946
-77.20978,42.09142,5.973507
-73.41919,40.74529,6.272152
-82.5844,35.6062,6.562963
-82.5844,35.6062,6.562209
-81.365556,35.728889,8.385057
-81.365556,35.728889,8.362069
-81.365556,35.728889,8.385057
-81.365556,35.728889,8.693567
-78.953112,35.041416,7.858101
-80.2627,35.8145,8.028571
-80.2627,35.8145,8.437288
-78.904037,36.032955,7.050829
-80.224501,36.11094,6.585714
-80.224501,36.11094,7.783539
-80.341962,36.026612,6.932143
-80.341962,36.026612,8.099582
-79.802314,36.109006,8.525434
-78.4622,35.59095,6.989535
-80.785683,35.2401,7.475472
-80.785683,35.2401,8.065314
-80.874084,35.213171,8.335714
-80.874084,35.213171,8.24313
-80.851473,35.281791,7.80728
-82.062082,35.912487,6.159302
-79.836636,35.263165,7.367598
-77.838611,34.364167,5.658788
-77.838611,34.364167,7.392179
-77.655389,36.511708,6.750276
-77.360126,35.641276,5.921143
-80.395039,35.551868,8.493785
-83.442133,35.434767,5.688889
-83.442133,35.434767,5.767222
-83.442133,35.434767,5.767222
-78.574167,35.856111,6.947619
-78.574167,35.856111,8.677011
-78.8197,35.8652,6.891477
-103.37853,46.8943,4.460086
-102.4018,48.64193,5.821339
-100.76821,46.825425,4.269136
-100.76821,46.825425,4.102564
-100.76821,46.825425,7.230802
-96.85535,46.933754,6.344856
-102.645864,47.342423,5.188333
-103.2995,47.5812,4.7
-101.766944,47.298611,5.066805
-101.766944,47.298611,5.119149
-101.428056,47.185833,7.020763
-101.571583,47.940861,5.44721
-84.0539,40.770944,7.205263
-84.0539,40.770944,7.233473
-81.908827,39.442165,5.82875
-80.7464,39.9679,6.982667
-84.36374,39.49072,8.78
-84.36374,39.49072,7.935556
-84.5666,39.33839,8.5
-84.5666,39.33839,7.088889
-84.409617,39.479822,8.737778
-84.409617,39.479822,8.290385
-84.409617,39.479822,7.62093
-84.394952,39.472436,10.395455
-84.394952,39.472436,10.395455
-84.394952,39.472436,10.455431
-84.394952,39.472436,10.455431
-84.394952,39.472436,8.853333
-84.394952,39.472436,8.853333
-84.397112,39.478686,9.965909
-84.397112,39.478686,8.93913
-83.80949,39.92882,7.113333
-83.80949,39.92882,8.867279
-81.575256,41.55523,6.473418
-81.682383,41.477011,8.21
-81.682383,41.477011,8.34321
-81.682383,41.477011,9.920332
-81.656792,41.471782,8.137037
-81.678449,41.492117,8.509877
-81.678449,41.492117,9.692827
-81.662356,41.446624,11.02561
-81.494833,41.44013,7.348571
-81.494833,41.44013,8.853333
-81.818667,41.39629,6.53875
-82.994424,40.002707,7.779012
-82.994424,40.002707,8.205
-83.065415,40.11107,7.967901
-83.065415,40.11107,8.929218
-83.01159,39.91251,8.7125
-82.959773,40.0877,7.480247
-84.36625,39.2787,9.038039
-84.478974,39.19433,9.104545
-84.478974,39.19433,9.151111
-84.478974,39.19433,9.752768
-84.478974,39.19433,7.802222
-84.50404,39.12886,7.879545
-84.50404,39.12886,8.797426
-84.50404,39.12886,6.891304
-84.55117,39.10492,8.886364
-84.55117,39.10492,9.231502
-84.55117,39.10492,7.621739
-84.538375,39.146025,9.914634
-84.538375,39.146025,9.969697
-80.933401,40.332933,7.005405
-80.6158,40.3663,8.1225
-80.6158,40.3663,8.6775
-80.6158,40.3663,10.731092
-81.242156,41.726811,5.9875
-82.659241,38.508075,7.101266
-82.659241,38.508075,8.298312
-83.54616,41.644067,6.140351
-83.64226,41.62057,6.929487
-83.4785,41.679867,8.585135
-80.640576,41.106182,8.125
-80.640576,41.106182,8.323288
-80.640576,41.106182,7.6075
-81.9239,41.0604,6.781818
-81.9239,41.0604,5.791518
-84.198674,39.755969,7.604396
-84.198674,39.755969,8.124444
-84.198674,39.755969,8.945055
-81.2352,41.1644,6.53625
-84.720524,39.83562,6.714286
-84.720524,39.83562,8.22471
-82.91701,38.754599,7.137179
-82.80677,38.59246,8.072973
-81.394153,40.786804,8.3325
-81.394153,40.786804,8.7075
-81.373,40.800717,7.5525
-81.373,40.800717,9.245679
-81.468956,41.063526,7.574074
-81.468956,41.063526,7.7675
-81.468956,41.063526,8.105858
-81.541532,41.087862,6.978667
-80.80116,41.23172,8.1875
-80.80116,41.23172,6.951282
-80.80116,41.23172,7.287805
-97.462931,34.244189,7.886454
-97.484099,35.320105,9.973478
-98.42879,34.63298,8.123256
-98.42879,34.63298,8.027519
-98.42879,34.63298,8.123256
-98.931973,36.158414,8.016456
-97.08135,36.697186,8.698885
-95.632286,36.91841,12.147656
-97.52709,35.47292,8.521739
-97.577981,35.50307,9.55458
-97.475083,35.614131,7.37551
-97.475083,35.614131,10.162642
-94.83931,36.985702,2.655844
-95.78441,34.885608,8.177778
-95.78441,34.885608,9.442308
-94.524413,35.40814,6.891176
-96.004975,35.953708,8.805904
-95.976537,36.204902,7.908333
-95.976537,36.204902,7.406667
-95.976537,36.204902,9.977941
-120.844773,44.299787,4.735714
-119.04872,43.58925,7.454144
-119.04872,43.58925,7.665217
-122.880266,42.33155,7.34878
-123.348466,42.434139,6.196154
-121.731369,42.190296,6.342286
-121.731369,42.190296,8.855118
-120.353969,42.189215,5.893478
-123.141352,44.067224,6.462712
-123.083737,44.026312,17.998895
-122.480487,43.744352,7.083616
-123.053487,43.799501,5.043646
-122.602877,45.496641,5.601639
-122.972398,45.528501,6.022034
-122.972398,45.528501,5.675
-122.747894,45.393497,5.844643
-77.30968,39.92002,8.654733
-80.071337,40.499767,8.723392
-79.960757,40.46542,7.425424
-79.960757,40.46542,8.463522
-79.868062,40.323768,10.263068
-79.868062,40.323768,12.2
-79.868062,40.323768,12.055056
-80.169943,40.375644,6.62931
-79.727664,40.617488,7.144643
-79.860973,40.402328,9.239655
-79.860973,40.402328,9.445098
-79.863572,40.43743,9.106111
-79.863572,40.43743,9.078571
-79.885331,40.294341,8.175862
-79.885331,40.294341,7.715909
-79.56475,40.814183,10.055602
-80.299211,40.691857,7.818966
-80.316442,40.747796,7.556024
-80.316442,40.747796,9.792308
-75.9686,40.38335,7.856846
-78.370833,40.535278,8.184475
-76.512726,41.705226,6.972766
-78.915,40.309722,10.720675
-78.915,40.309722,9.922785
-77.877028,40.811389,7.897034
-77.18675,40.246528,5.514384
-77.18675,40.246528,8.907424
-76.846988,40.246992,6.842424
-76.846988,40.246992,9.548117
-75.3725,39.835556,7.625243
-75.3725,39.835556,10.004348
-75.413973,39.818715,8.705
-80.038611,42.14175,7.184362
-79.805499,39.917663,7.971552
-80.26567,39.80933,6.831718
-78.919972,40.56333,7.765021
-75.623056,41.442778,7.87087
-76.283333,40.046667,6.534503
-76.283333,40.046667,6.570968
-76.283333,40.046667,9.155649
-76.1124,40.043833,8.018483
-76.1124,40.043833,14.174249
-76.394788,40.338516,7.127928
-76.394788,40.338516,8.8361
-75.4325,40.611944,8.744059
-77.231189,41.266263,7.660905
-80.484779,41.215014,7.031724
-75.309167,40.112222,7.835802
-75.09778,40.008889,8.907738
-75.080833,39.991389,7.916949
-75.080833,39.991389,8.766667
-75.080833,39.991389,8.908475
-75.186921,39.922867,8.123204
-75.142614,39.960048,8.146893
-74.985166,40.054171,9.465294
-75.207205,39.988842,8.811515
-75.686219,41.867331,6.844538
-76.939167,41.644722,6.42161
-80.420833,40.445278,7.162273
-80.243995,40.268963,8.34661
-79.505667,40.304694,8.480247
-75.95774,41.605244,6.828992
-76.699444,39.965278,9.423457
-71.72,41.615237,3.899048
-71.412968,41.807469,5.513942
-71.379971,41.874668,7.344
-71.379971,41.874668,6.765517
-71.36097,41.841039,6.915517
-71.36097,41.841039,6.882126
-71.423705,41.49511,3.582524
-79.96,32.84,7.308171
-79.96,32.84,7.661538
-79.96,32.84,8.632432
-79.956983,32.836602,8.131183
-79.657187,32.941023,6.917241
-80.06501,32.980254,7.297166
-80.198787,34.615367,6.441573
-80.198787,34.615367,5.535484
-81.853635,33.739963,7.727273
-81.853635,33.739963,7.034524
-79.767347,34.214263,7.462353
-79.767347,34.214263,8.725962
-82.414585,34.843895,7.783772
-82.414585,34.843895,9.639623
-82.256701,34.751848,7.38764
-82.256701,34.751848,7.283529
-81.15495,34.051017,7.851304
-81.15495,34.051017,7.688208
-80.962304,34.093959,6.852809
-80.962304,34.093959,6.795506
-80.962304,34.093959,7.131325
-81.924797,34.955566,7.523318
-81.924797,34.955566,8.571134
-96.807299,44.348604,3.262778
-98.494061,45.468596,3.863277
-96.90383,42.78943,6.410405
-97.128802,44.89965,6.926519
-103.48386,43.55764,3.133714
-100.287269,44.373786,1.432022
-101.941218,43.74561,3.133149
-96.78331,43.59901,6.040741
-96.78331,43.59901,5.814815
-96.78331,43.59901,4.674432
-103.273777,44.087397,5.805
-83.942152,35.768847,7.334807
-86.7389,36.176382,9.166667
-86.7389,36.176382,9.22
-86.7389,36.176382,9.622727
-86.7389,36.176382,9.622727
-86.7341,36.1424,8.942164
-89.382157,36.05266,7.669613
-85.24293,34.99438,7.8175
-85.293019,35.050918,7.641379
-85.293019,35.050918,8.55
-85.293019,35.050918,9.585612
-83.925773,35.980675,8.15
-83.925773,35.980675,8.540996
-83.950666,35.978074,8.35
-83.950666,35.978074,9.207489
-83.87381,36.019186,9.007634
-87.419725,35.116878,5.563128
-84.343035,35.721095,6.847514
-84.343035,35.721095,6.208989
-84.596195,35.450115,7.874713
-88.81964,35.705319,8.050857
-87.0096,35.65188,6.494857
-87.384666,36.611411,6.888636
-85.492107,36.185702,6.877901
-84.542802,35.939078,7.242949
-90.041559,35.151194,9.188333
-90.041559,35.151194,8.206667
-89.850249,35.151699,7.927586
-89.850249,35.151699,8.508537
-89.87065,35.16126,8.665
-82.521599,36.538761,6.731609
-86.653137,36.29756,7.663333
-86.653137,36.29756,7.6
-98.589158,29.162997,10.477907
-97.431052,31.122419,7.695763
-98.620166,29.51509,8.96
-98.620166,29.51509,9.365031
-98.311692,29.275381,7.913592
-98.391403,29.529432,9.433962
-94.07778,33.436111,10.64619
-96.362777,30.628333,8.253125
-103.17781,29.30265,6.266154
-97.49383,25.892518,9.659709
-97.1577,26.0711,12.51
-96.797686,32.774262,11.569892
-96.797686,32.774262,8.756667
-96.860117,32.820061,8.471698
-96.860117,32.820061,9.908333
-96.860117,32.820061,8.382456
-97.196284,33.219069,7.991787
-102.334745,31.870259,8.523045
-97.026899,32.482083,8.361111
-106.455227,31.765685,9.855932
-106.455227,31.765685,9.589017
-94.861289,29.254474,8.772959
-95.326137,29.901036,11.014563
-95.326137,29.901036,11.82
-95.284096,29.828086,11.71989
-95.499219,29.695729,10.493939
-95.031232,29.770698,11.311321
-95.635833,29.723333,8.983721
-95.220582,29.767997,10.441414
-95.257593,29.733726,11.113939
-95.257593,29.733726,13.436364
-95.128508,29.670025,9.070323
-95.128508,29.670025,9.439655
-95.015544,29.583047,8.962319
-95.38769,29.81453,11.77451
-94.167468,32.669001,11.784337
-98.291069,26.22621,11.71625
-98.152066,26.288622,10.502174
-98.152066,26.288622,13.512727
-93.909018,29.922894,8.88744
-93.909018,29.922894,8.97651
-94.317802,29.863957,7.859596
-96.317687,32.564968,9.905155
-97.298692,27.426981,11.610983
-101.78698,33.58553,6.470742
-100.451156,28.704607,9.144554
-95.425128,30.350302,10.207282
-96.399141,32.031934,10.308247
-97.431553,27.804489,9.056213
-97.431553,27.804489,9.788757
-97.465703,27.811817,12.152778
-97.465703,27.811817,9.968966
-93.866944,30.194167,8.554902
-101.909275,35.201592,6.67037
-97.356529,32.80581,8.88
-97.342332,32.759154,8.946154
-97.337917,32.664753,8.742233
-97.337917,32.664753,9.457286
-97.761803,30.354944,8.17489
-97.712891,30.263204,10.115385
-97.712891,30.263204,9.402979
-97.69166,30.35386,10.172016
-99.533333,27.599444,11.975962
-111.852199,41.842649,7.753676
-111.852199,41.842649,7.593015
-111.852199,41.842649,8.19223
-111.852199,41.842649,8.346918
-110.800749,39.60996,5.182883
-111.884467,40.902967,6.641852
-111.884467,40.902967,6.781457
-110.009732,40.294178,4.96705
-110.009732,40.294178,5.678077
-110.009732,40.294178,5.207843
-113.055525,37.74743,5.866667
-111.894167,40.598056,7.63626
-111.894167,40.598056,8.053114
-111.872222,40.736389,6.972727
-111.872222,40.736389,8.165339
-111.872222,40.736389,7.04403
-111.931,40.78422,7.887218
-111.931,40.78422,7.98427
-111.931,40.78422,8.275093
-112.036298,40.496392,6.518113
-112.036298,40.496392,6.876471
-112.00876,40.709762,7.192935
-112.00876,40.709762,7.569767
-111.945849,40.777145,8.044141
-111.945849,40.777145,8.149342
-112.087717,40.807897,7.252083
-111.901188,40.662878,9.393709
-111.901188,40.662878,8.55572
-112.353414,40.600532,7.133206
-112.353414,40.600532,6.100329
-109.561472,40.46471,3.945977
-109.561472,40.46471,4.586842
-111.713611,40.341389,6.876692
-111.713611,40.341389,6.513636
-111.713611,40.341389,6.885597
-111.657936,40.136378,6.794208
-111.657936,40.136378,7.248352
-113.305096,37.179125,5.45641
-111.987871,41.303614,6.356107
-111.987871,41.303614,6.69
-73.24984,42.88759,5.483978
-72.86884,44.52839,3.538596
-72.86884,44.52839,4.58674
-73.2106,44.4762,7.042541
-72.982778,43.608056,6.473333
-72.982778,43.608056,7.343094
-78.50397,38.07657,6.156977
-78.50397,38.07657,7.420915
-77.05922,38.8577,6.718182
-77.05922,38.8577,6.97619
-77.25925,37.34438,6.135556
-77.59355,37.35748,6.018681
-77.10468,38.77335,6.5
-77.10468,38.77335,7.221469
-77.18347,38.76835,8.140449
-78.08157,39.28102,6.643373
-78.08157,39.28102,6.85122
-78.08157,39.28102,9.10922
-77.40027,37.55652,6.461798
-77.40027,37.55652,6.545946
-77.40027,37.55652,8.07931
-77.5664,37.67132,6.264444
-77.48925,39.02473,6.578313
-79.88452,37.28342,7.624157
-78.81952,38.47753,6.86988
-82.1641,36.608,6.553488
-76.387017,37.103733,5.867241
-76.387017,37.103733,6.9
-79.215011,37.332706,6.185057
-76.30135,36.85555,6.547674
-77.46925,37.59088,6.896629
-77.46925,37.59088,7.943902
-80.081017,37.297883,6.697778
-76.181233,36.841883,6.572941
-122.58737,45.64336,5.568812
-122.319722,47.597222,6.704717
-122.338265,47.55975,7.28
-122.338265,47.55975,7.428571
-122.338265,47.55975,6.517453
-122.278385,47.498535,5.717391
-122.308628,47.568236,4.89
-122.308628,47.568236,4.666154
-122.230278,47.386111,6.394203
-122.627397,47.592675,5.16715
-120.545,46.99364,5.330808
-119.51896,48.39999,9.111165
-122.46256,47.22634,6.467391
-122.46256,47.22634,6.729858
-122.4517,47.1864,5.944444
-122.3858,47.2656,7.022449
-122.61428,48.52059,4.333962
-121.6031,48.2469,6.435238
-122.171529,48.054315,6.303791
-117.257654,47.663962,5.053398
-117.903425,48.544448,5.853659
-122.456463,48.760036,4.107143
-120.499167,46.598056,10.513793
-120.499167,46.598056,6.989372
-120.33266,46.38024,7.525758
-77.963845,39.448105,8.146552
-80.596635,40.341023,7.987912
-80.611813,40.394651,7.552747
-80.611813,40.394651,8.168182
-82.432436,38.410242,6.820339
-82.432436,38.410242,7.7
-80.592318,40.427372,7.743023
-80.34225,39.278117,6.975439
-81.621161,38.346258,6.861667
-81.621161,38.346258,8.469565
-81.693717,38.366183,7.523333
-80.134667,39.481483,7.382759
-80.733858,39.915961,8.22967
-80.733858,39.915961,11.069444
-79.920867,39.649367,7.376923
-80.700972,40.114876,7.512088
-81.552367,39.323533,7.689655
-90.65615,46.60234,4.755762
-87.99344,44.50729,6.818352
-89.35768,43.10101,6.706897
-89.35768,43.10101,7.101107
-89.4358,43.0733,7.942751
-88.62111,43.46611,5.655932
-88.62111,43.46611,7.134686
-91.41445,44.76249,6.817216
-88.80859,45.56498,4.924521
-90.69813,42.69302,7.708989
-90.792025,44.334686,6.273743
-87.8093,42.50472,7.116794
-91.2269,43.7775,6.938376
-87.93369,43.01724,6.55
-87.93369,43.01724,8.467766
-87.93434,42.93257,8.420879
-90.40164,44.020855,5.955556
-90.40164,44.020855,6.608609
-88.39509,44.30738,7.105861
-88.39509,44.30738,7.469231
-87.8102,43.4983,6.095349
-89.67979,43.4351,6.962271
-90.5972,45.2066,5.545353
-89.654,46.0519,4.726592
-88.21507,43.020075,6.97037
-88.21507,43.020075,8.382288
-105.61489,41.32417,4.616111
-105.54913,41.308825,2.654852
-105.54913,41.308825,2.353846
-105.517022,44.288005,4.856132
-108.3637,43.02421,3.598286
-108.720003,42.529999,-0.030488
-107.549444,43.081667,2.176836
-108.736281,42.842168,6.0365
-104.778334,41.182227,2.680769
-104.778334,41.182227,2.4
-104.778334,41.182227,5.672067
-104.778334,41.182227,3.443478
-110.53788,41.783083,3.163536
-110.53788,41.783083,3.163536
-106.36501,42.82231,3.021348
-109.06926,44.524568,4.632105
-106.955933,44.815142,6.816049
-109.87076,42.869824,2.509392
-109.220852,41.592536,3.986559
-110.79799,43.45776,2.798113
-110.830833,44.373056,3.452404
-66.150615,18.420089,5.753061
-66.052237,18.198712,5.301818
-65.618888,18.383983,5.775926
-66.162122,17.955378,4.215625
-66.11446,18.440095,6.539623
-66.11446,18.440095,6.796296
-66.627249,18.009558,5.920755
-115.447769,32.629225,17.508148
-115.447769,32.629225,15.289591
-115.504995,32.633671,21.735531
-110.951513,31.291293,9.393254
